País,Total,Aérea,Marítima,Região,Continente,Ano,viagens_country,indicators_country,CountryID,Country,Year,AMA exchange rate,IMF based exchange rate,Population,Currency,Per capita GNI,"Agric, hunt, forest, fish (ISIC A-B)",Changes in inventories,Construction (ISIC F),Exports of goods and services,Final consumption expenditure,General gov final consumption expenditure,Gross capital formation,Gross fixed capital formation,Household consumption,Imports of goods and services,Manufacturing (ISIC D),"Mining, Manufacturing, Utilities (ISIC C-E)",Other Activities (ISIC J-P),Total Value Added,"Transport, storage and comms (ISIC I)","Wholesale, retail, restaurants, hotels",GNI (USD),Gross Domestic Product (GDP),travels_per_capita,travels_per_1000_people
Outros,6964,6215,749,Am Central e Caribe,América,2007,Outros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,10121,8798,1323,América do Norte,América,2007,Canada,Canada,124.0,Canada,2007,1.074099167,1.074099167,32862459.0,Canadian Dollar,44038.0,23314420844.0,8355839273.0,95054537950.0,503000000000.0,1090000000000.0,283000000000.0,351000000000.0,343000000000.0,804000000000.0,471000000000.0,175000000000.0,323000000000.0,651000000000.0,1370000000000.0,104000000000.0,175000000000.0,1450000000000.0,1470000000000.0,0.00030798060485978847,0.30798060485978845
Estados Unidos,160731,151023,9708,América do Norte,América,2007,Estados Unidos,United States,840.0,United States,2007,1.0,1.0,302743399.0,US Dollar,48061.0,146000000000.0,33951000000.0,716000000000.0,1660000000000.0,11900000000000.0,2200000000000.0,3270000000000.0,3230000000000.0,9750000000000.0,2400000000000.0,1850000000000.0,2430000000000.0,7710000000000.0,14500000000000.0,1350000000000.0,2120000000000.0,14600000000000.0,14500000000000.0,0.0005309149614191918,0.5309149614191918
Mexico,7413,7142,271,América do Norte,América,2007,Mexico,Mexico,484.0,Mexico,2007,10.92819167,10.92819167,108302973.0,Mexican Peso,9556.0,33493817931.0,12389243814.0,84193048957.0,290000000000.0,817000000000.0,110000000000.0,243000000000.0,231000000000.0,707000000000.0,308000000000.0,169000000000.0,273000000000.0,341000000000.0,1010000000000.0,89405269307.0,192000000000.0,1030000000000.0,1050000000000.0,6.844687449161714e-05,0.06844687449161714
Argentina,101643,100892,751,América do Sul,América,2007,Argentina,Argentina,32.0,Argentina,2007,3.095648849,3.095648849,39876111.0,Argentine Peso,7076.0,21593578808.0,1689371123.0,12721219429.0,65666484494.0,219000000000.0,37637233981.0,58238214131.0,56548843007.0,181000000000.0,52974253054.0,49395762965.0,66715837143.0,83307772946.0,244000000000.0,17955253082.0,42189908473.0,282000000000.0,290000000000.0,0.0025489697327806113,2.5489697327806113
Bolivia,798,793,5,América do Sul,América,2007,Bolivia,Bolivia (Plurinational State of),68.0,Bolivia (Plurinational State of),2007,7.851245161,7.851245161,9711152.0,Boliviano,1329.0,1313473187.0,-125037491.0,314612517.0,5483639743.0,10139741960.0,1844509973.0,1992499238.0,2117536729.0,8295231987.0,4495770961.0,1497647795.0,3397031866.0,3144854159.0,10602417743.0,1230095329.0,1202350685.0,12906360446.0,13120084507.0,8.217356704951173e-05,0.08217356704951173
Chile,56147,55947,200,América do Sul,América,2007,Chile,Chile,152.0,Chile,2007,522.4641667,522.4641667,16495538.0,Chilean Peso,9351.0,6441647513.0,210720472.0,9240136086.0,78242485547.0,114000000000.0,17799334405.0,36188973357.0,35978252884.0,95780542302.0,54405356355.0,20755873210.0,60104753596.0,54415101636.0,160000000000.0,14174484056.0,15591268301.0,154000000000.0,174000000000.0,0.003403768946487226,3.403768946487226
Colombia,4087,4045,42,América do Sul,América,2007,Colombia,Colombia,170.0,Colombia,2007,2078.291837,2078.291837,43306582.0,Colombian Peso,4614.0,14297799508.0,-1294813343.0,9917279006.0,33882152043.0,167000000000.0,28308825047.0,48358463536.0,49653276878.0,138000000000.0,42609030377.0,33307160611.0,53131133006.0,67169584914.0,187000000000.0,17792977554.0,24220852487.0,200000000000.0,206000000000.0,9.437364509625812e-05,0.09437364509625812
Equador,2054,2046,8,América do Sul,América,2007,Equador,Ecuador,218.0,Ecuador,2007,1.0,1.0,14251835.0,US Dollar,3436.0,4772112000.0,987281000.0,4016663000.0,16287685000.0,38775487000.0,5574209000.0,11581228000.0,10593947000.0,33201278000.0,15636623000.0,7003937000.0,13559664000.0,15468823000.0,48510903000.0,4472624000.0,6221017000.0,48973356000.0,51007777000.0,0.00014412179203590275,0.14412179203590275
Guiana Francesa,47,36,11,América do Sul,América,2007,Guiana Francesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguai,2427,2413,14,América do Sul,América,2007,Paraguai,Paraguay,600.0,Paraguay,2007,5032.716667,5032.716667,5590145.0,Guarani,3094.0,2203888234.0,614421542.0,791716423.0,7745187656.0,12664935647.0,1369837784.0,3807793694.0,3193372152.0,11295097864.0,6361547416.0,3710659857.0,6361786484.0,3949377582.0,17284587093.0,1493304718.0,2484513651.0,17298039782.0,17856369582.0,0.00043415689575136246,0.43415689575136246
Peru,4497,4399,98,América do Sul,América,2007,Peru,Peru,604.0,Peru,2007,3.128044577,3.128044577,28600387.0,Nuevo Sol,3297.0,6853482893.0,2092041797.0,5216357886.0,32216292801.0,72166490732.0,10685269718.0,22517581914.0,20425540116.0,61481221013.0,24698177436.0,16881792664.0,33312824489.0,27221159384.0,93729482669.0,7801039722.0,13324618294.0,94305561416.0,102000000000.0,0.0001572356346087205,0.1572356346087205
Republica da Guiana,0,0,0,América do Sul,América,2007,Republica da Guiana,Guyana,328.0,Guyana,2007,202.3466667,202.3466667,756521.0,Guyana Dollar,3536.0,829802060.0,,249581997.0,1317214158.0,2828166904.0,413971281.0,673623514.0,673623514.0,2414195623.0,2087683413.0,183614376.0,396530698.0,735014824.0,2584290484.0,166982432.0,206378473.0,2674915437.0,2730969364.0,0.0,0.0
Suriname,27,27,0,América do Sul,América,2007,Suriname,Suriname,740.0,Suriname,2007,2.745,2.745,527946.0,Surinam Dollar,5578.0,304189435.0,114025501.0,138382514.0,1589435337.0,1378506375.0,297267760.0,1356284153.0,1242258652.0,1081238616.0,1387613843.0,689611293.0,952287432.0,579841166.0,2697901639.0,179963570.0,543237523.0,2944746084.0,2936441530.0,5.114159402666182e-05,0.051141594026661824
Uruguai,3251,2893,358,América do Sul,América,2007,Uruguai,Uruguay,858.0,Uruguay,2007,23.471025,23.471025,3328651.0,Peso Uruguayo,6877.0,1989746933.0,222018425.0,1503300346.0,6810226652.0,19080376762.0,2687569035.0,4571168068.0,4349149643.0,16392807728.0,7051247229.0,3215453948.0,4031893792.0,8320389852.0,20839829459.0,1818582699.0,3175915837.0,22892481261.0,23410566858.0,0.0009766719310615622,0.9766719310615621
Venezuela,3869,3835,34,América do Sul,América,2007,Venezuela,Venezuela (Bolivarian Republic of),862.0,Venezuela (Bolivarian Republic of),2007,2.15e-11,2.15e-11,27525097.0,Bolivar Digital,8458.0,8784816022.0,12247787611.0,20110386586.0,71713553796.0,147000000000.0,28728924080.0,69892408011.0,57644620401.0,118000000000.0,57748952026.0,30722869120.0,93419655333.0,53564508617.0,220000000000.0,14486725664.0,29202142524.0,233000000000.0,230000000000.0,0.00014056262907992658,0.1405626290799266
China,3233,3189,44,Ásia,Ásia,2007,China,China,156.0,China,2007,7.6075325,7.6075325,1321513224.0,Yuan Renminbi,2693.0,376000000000.0,91935197122.0,201000000000.0,1260000000000.0,1810000000000.0,519000000000.0,1440000000000.0,1350000000000.0,1290000000000.0,949000000000.0,1150000000000.0,1450000000000.0,835000000000.0,3490000000000.0,280000000000.0,348000000000.0,3560000000000.0,3550000000000.0,2.446437872346255e-06,0.002446437872346255
india,0,0,0,Ásia,Ásia,2007,india,India,356.0,India,2007,41.34853333,41.34853333,1189691809.0,Indian Rupee,992.0,198000000000.0,26058239873.0,105000000000.0,246000000000.0,777000000000.0,117000000000.0,464000000000.0,438000000000.0,661000000000.0,295000000000.0,200000000000.0,261000000000.0,327000000000.0,1090000000000.0,79676344828.0,115000000000.0,1180000000000.0,1180000000000.0,0.0,0.0
Israel,4671,4599,72,Ásia,Ásia,2007,Israel,Israel,376.0,Israel,2007,4.108082949,4.108082949,6952003.0,New Israeli Sheqel,25737.0,2730212979.0,2144845980.0,8075485418.0,72419667200.0,142000000000.0,41081833155.0,38532001121.0,36387155141.0,101000000000.0,74068611509.0,28009303752.0,31297631686.0,82332081875.0,160000000000.0,17498511028.0,18303713401.0,179000000000.0,179000000000.0,0.000671892690495099,0.671892690495099
Japao,6415,6269,146,Ásia,Ásia,2007,Japao,Japan,392.0,Japan,2007,117.7535292,117.7535292,128006426.0,Yen,36874.0,48241441596.0,16652579450.0,230000000000.0,792000000000.0,3320000000000.0,808000000000.0,1180000000000.0,1160000000000.0,2510000000000.0,711000000000.0,1000000000000.0,1130000000000.0,1980000000000.0,4590000000000.0,476000000000.0,727000000000.0,4720000000000.0,4580000000000.0,5.011467158687799e-05,0.05011467158687799
Republica da Coreia,2590,2426,164,Ásia,Ásia,2007,Republica da Coreia,Republic of Korea,410.0,Republic of Korea,2007,929.2572617,929.2572617,48220601.0,Won,24256.0,26775577686.0,34520687998.0,66076212189.0,438000000000.0,773000000000.0,158000000000.0,388000000000.0,354000000000.0,615000000000.0,428000000000.0,299000000000.0,326000000000.0,432000000000.0,1060000000000.0,99643235323.0,114000000000.0,1170000000000.0,1170000000000.0,5.3711483189518935e-05,0.05371148318951893
Outros,8122,5880,2242,Ásia,Ásia,2007,Outros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alemanha,34337,32604,1733,Europa,Europa,2007,Alemanha,Germany,276.0,Germany,2007,0.7306375,0.7306375,81183830.0,Euro,42751.0,26645224205.0,41777215103.0,120000000000.0,1480000000000.0,2460000000000.0,611000000000.0,731000000000.0,690000000000.0,1850000000000.0,1250000000000.0,713000000000.0,812000000000.0,1470000000000.0,3080000000000.0,288000000000.0,358000000000.0,3470000000000.0,3420000000000.0,0.0004229536842496837,0.4229536842496837
Austria,3800,3500,300,Europa,Europa,2007,Austria,Austria,40.0,Austria,2007,0.7306375,0.7306375,8294722.0,Euro,46810.0,5505110263.0,5373239123.0,23863133223.0,204000000000.0,275000000000.0,72855663718.0,95552185591.0,90178946468.0,202000000000.0,187000000000.0,70558053754.0,83303840824.0,144000000000.0,347000000000.0,31153041009.0,59285911276.0,388000000000.0,389000000000.0,0.00045812264714839145,0.45812264714839146
Belgica,5249,5136,113,Europa,Europa,2007,Belgica,Belgium,56.0,Belgium,2007,0.7306375,0.7306375,10653697.0,Euro,44758.0,4174026107.0,6057997297.0,22839643462.0,368000000000.0,335000000000.0,102000000000.0,116000000000.0,110000000000.0,233000000000.0,349000000000.0,70828694120.0,81952404578.0,205000000000.0,420000000000.0,42817950078.0,62797899095.0,477000000000.0,470000000000.0,0.0004926928182770732,0.49269281827707323
Dinamarca,4941,4695,246,Europa,Europa,2007,Dinamarca,Denmark,208.0,Denmark,2007,5.443700833,5.443700833,5479722.0,Danish Krone,58585.0,3751308278.0,5145897406.0,15547511260.0,164000000000.0,229000000000.0,77741143747.0,80743315707.0,75597418300.0,152000000000.0,155000000000.0,38176050882.0,55258179905.0,129000000000.0,271000000000.0,28442231625.0,39192638709.0,321000000000.0,319000000000.0,0.0009016880783368207,0.9016880783368207
Espanha,30373,29965,408,Europa,Europa,2007,Espanha,Spain,724.0,Spain,2007,0.7306375,0.7306375,45245782.0,Euro,31736.0,36918444509.0,8069665190.0,155000000000.0,383000000000.0,1110000000000.0,261000000000.0,448000000000.0,440000000000.0,848000000000.0,468000000000.0,190000000000.0,232000000000.0,557000000000.0,1330000000000.0,110000000000.0,235000000000.0,1440000000000.0,1470000000000.0,0.0006712890938651475,0.6712890938651475
Finlandia,2174,2162,12,Europa,Europa,2007,Finlandia,Finland,246.0,Finland,2007,0.7306375,0.7306375,5288689.0,Euro,48554.0,6094677593.0,3381978067.0,15110092214.0,112000000000.0,178000000000.0,53171374314.0,65331987477.0,62040341483.0,124000000000.0,99936014782.0,56661477135.0,63417221262.0,92844947050.0,225000000000.0,22695249012.0,24493678466.0,257000000000.0,256000000000.0,0.00041106595604317064,0.41106595604317064
Franca,72070,71553,517,Europa,Europa,2007,Franca,France,250.0,France,2007,0.7306375,0.7306375,63396319.0,Euro,42745.0,42858462644.0,26096388428.0,144000000000.0,740000000000.0,2030000000000.0,596000000000.0,642000000000.0,616000000000.0,1440000000000.0,759000000000.0,309000000000.0,365000000000.0,1280000000000.0,2380000000000.0,234000000000.0,315000000000.0,2710000000000.0,2660000000000.0,0.0011368167921547623,1.1368167921547623
Grecia,3231,2399,832,Europa,Europa,2007,Grecia,Greece,300.0,Greece,2007,0.7306375,0.7306375,11091493.0,Euro,27974.0,9673393441.0,2837479598.0,20553690442.0,71722913209.0,272000000000.0,65353325007.0,86407552309.0,83570072710.0,206000000000.0,111000000000.0,26955935057.0,36767767874.0,131000000000.0,281000000000.0,33670465860.0,48853409523.0,310000000000.0,318000000000.0,0.00029130433567419643,0.29130433567419645
Holanda,9164,8825,339,Europa,Europa,2007,Holanda,Netherlands,528.0,Netherlands,2007,0.7306375,0.7306375,16391232.0,Euro,51123.0,15398881114.0,2568989410.0,42469760996.0,583000000000.0,589000000000.0,197000000000.0,198000000000.0,195000000000.0,393000000000.0,523000000000.0,102000000000.0,137000000000.0,375000000000.0,756000000000.0,75414962960.0,111000000000.0,838000000000.0,847000000000.0,0.0005590793907376822,0.5590793907376822
Hungria,1764,1756,8,Europa,Europa,2007,Hungria,Hungary,348.0,Hungary,2007,183.6258333,183.6258333,10041172.0,Forint,12903.0,4887689187.0,1447448843.0,5919700841.0,109000000000.0,105000000000.0,29128434180.0,34797424110.0,33349975267.0,76063338946.0,109000000000.0,26713458074.0,31512908042.0,49464625075.0,121000000000.0,13469112461.0,15330103335.0,130000000000.0,140000000000.0,0.00017567670387480666,0.17567670387480666
Inglaterra,44308,41162,3146,Europa,Europa,2007,Inglaterra,United Kingdom,826.0,United Kingdom,2007,0.499771667,0.499771667,61260676.0,Pound Sterling,50026.0,17389941407.0,14090434632.0,183000000000.0,786000000000.0,2580000000000.0,610000000000.0,573000000000.0,559000000000.0,1970000000000.0,848000000000.0,299000000000.0,426000000000.0,1490000000000.0,2780000000000.0,286000000000.0,381000000000.0,3060000000000.0,3090000000000.0,0.0007232698509562643,0.7232698509562644
Irlanda,4911,4864,47,Europa,Europa,2007,Irlanda,Ireland,372.0,Ireland,2007,0.7306375,0.7306375,4359834.0,Euro,53486.0,2813807120.0,1459261262.0,21983652632.0,218000000000.0,167000000000.0,45440153291.0,78888730732.0,77429469470.0,122000000000.0,196000000000.0,48476526321.0,54958939282.0,105000000000.0,240000000000.0,24298830816.0,30784899488.0,233000000000.0,270000000000.0,0.001126419033385216,1.126419033385216
Italia,36896,36008,888,Europa,Europa,2007,Italia,Italy,380.0,Italy,2007,0.7306375,0.7306375,58778482.0,Euro,37631.0,41911344545.0,10892542471.0,119000000000.0,605000000000.0,1730000000000.0,421000000000.0,492000000000.0,481000000000.0,1310000000000.0,612000000000.0,353000000000.0,406000000000.0,930000000000.0,1980000000000.0,188000000000.0,299000000000.0,2210000000000.0,2210000000000.0,0.000627712706156651,0.6277127061566511
Noruega,6576,6185,391,Europa,Europa,2007,Noruega,Norway,578.0,Norway,2007,5.861666667,5.861666667,4709577.0,Norwegian Krone,84876.0,4971111743.0,15146545351.0,19839237987.0,174000000000.0,237000000000.0,75090759170.0,110000000000.0,94635541655.0,162000000000.0,120000000000.0,33223315326.0,129000000000.0,133000000000.0,356000000000.0,34596303668.0,34502132499.0,400000000000.0,401000000000.0,0.0013963037444764148,1.3963037444764148
Polonia,2852,2735,117,Europa,Europa,2007,Polonia,Poland,616.0,Poland,2007,2.76795,2.76795,38521874.0,Zloty,10760.0,13065987464.0,11642190068.0,29235354685.0,165000000000.0,337000000000.0,78055239437.0,108000000000.0,96452248054.0,259000000000.0,182000000000.0,70022579888.0,93752054770.0,127000000000.0,374000000000.0,37999602594.0,73067071298.0,415000000000.0,429000000000.0,7.403585817242432e-05,0.07403585817242432
Portugal,55838,55651,187,Europa,Europa,2007,Portugal,Portugal,620.0,Portugal,2007,0.7306375,0.7306375,10565551.0,Euro,22079.0,4799140477.0,1250669450.0,14085255684.0,74921716994.0,203000000000.0,47091482438.0,55480954646.0,54230285196.0,156000000000.0,93073801988.0,29406571658.0,36720544730.0,97927145814.0,208000000000.0,17266506304.0,37466056697.0,233000000000.0,240000000000.0,0.005284911312244861,5.284911312244861
Republica Tcheca,0,0,0,Europa,Europa,2007,Republica Tcheca,Czechia,203.0,Czechia,2007,20.29366667,20.29366667,10337829.0,Czech Koruna,17212.0,3972766545.0,4510717629.0,11019447775.0,126000000000.0,124000000000.0,36365483484.0,61608827056.0,57098109427.0,87602552520.0,121000000000.0,44119922472.0,53990686750.0,59388626994.0,172000000000.0,20622049572.0,23243902038.0,178000000000.0,190000000000.0,0.0,0.0
Russia,0,0,0,Europa,Europa,2007,Russia,Russian Federation,643.0,Russian Federation,2007,25.58084537,25.58084537,143117693.0,Russian Ruble,8921.0,49126687559.0,39140311049.0,64215686685.0,392000000000.0,851000000000.0,218000000000.0,336000000000.0,297000000000.0,633000000000.0,280000000000.0,201000000000.0,347000000000.0,323000000000.0,1120000000000.0,106000000000.0,236000000000.0,1280000000000.0,1310000000000.0,0.0,0.0
Suecia,6160,6001,159,Europa,Europa,2007,Suecia,Sweden,752.0,Sweden,2007,6.75877,6.75877,9164272.0,Swedish Krona,55211.0,7754073596.0,3418965285.0,24477234763.0,234000000000.0,339000000000.0,119000000000.0,122000000000.0,119000000000.0,221000000000.0,204000000000.0,84406186333.0,101000000000.0,198000000000.0,436000000000.0,53130821141.0,51879262055.0,506000000000.0,491000000000.0,0.0006721755967086093,0.6721755967086093
Suica,10694,10338,356,Europa,Europa,2007,Suica,Switzerland,756.0,Switzerland,2007,1.200365833,1.200365833,7541904.0,Swiss Franc,65333.0,3794331922.0,-424007403.0,22301303907.0,302000000000.0,311000000000.0,51015154963.0,128000000000.0,129000000000.0,260000000000.0,248000000000.0,96062607468.0,106000000000.0,219000000000.0,475000000000.0,37754018167.0,85822584423.0,493000000000.0,494000000000.0,0.0014179443281166135,1.4179443281166135
Outros,14259,11106,3153,Europa,Europa,2007,Outros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,8320,7939,381,Oceania,Oceania,2007,Australia,Australia,36.0,Australia,2007,1.1950725,1.1950725,20830828.0,Australian Dollar,45433.0,23114078853.0,3860853630.0,69690332595.0,199000000000.0,730000000000.0,178000000000.0,282000000000.0,278000000000.0,552000000000.0,224000000000.0,90751816312.0,183000000000.0,442000000000.0,912000000000.0,80179235988.0,114000000000.0,946000000000.0,987000000000.0,0.00039940803121220147,0.3994080312122015
Nova Zelandia,2146,2052,94,Oceania,Oceania,2007,Nova Zelandia,New Zealand,554.0,New Zealand,2007,1.360675229,1.360675229,4221494.0,New Zealand Dollar,30180.0,8325278334.0,1183970992.0,7865212635.0,40160207854.0,103000000000.0,25282300492.0,33990476956.0,32806505964.0,77753307903.0,39994113848.0,16910721616.0,23646348023.0,60583156268.0,127000000000.0,10427910866.0,15975156705.0,127000000000.0,137000000000.0,0.000508350835036127,0.508350835036127
Outros,0,48,0,Oceania,Oceania,2007,Outros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paises nao especificados,270,171,99,Desconhecido,Oceania,2007,Paises nao especificados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa do Sul,1281,1232,49,África,África,2008,Africa do Sul,South Africa,710.0,South Africa,2008,8.261223333,8.261223333,50565812.0,Rand,6075.0,8132439627.0,-1035560916.0,12033254155.0,102000000000.0,253000000000.0,53971360944.0,67295645842.0,68331206757.0,199000000000.0,107000000000.0,49343902658.0,73137352135.0,131000000000.0,288000000000.0,26310510106.0,37357542285.0,307000000000.0,316000000000.0,2.533332204771081e-05,0.025333322047710813
Angola,17957,17957,0,África,África,2008,Angola,Angola,24.0,Angola,2008,75.03335417,75.03335417,21691522.0,Kwanza,3410.0,4254583294.0,1402522934.0,5808747595.0,64168422876.0,40383014110.0,14887432561.0,27273497536.0,25870974603.0,25495581548.0,43286269634.0,3382548902.0,47540065916.0,15631364230.0,88005982188.0,3470319726.0,11300901428.0,73977062179.0,88538664888.0,0.0008278349486034221,0.8278349486034221
Cabo Verde,165,165,0,África,África,2008,Cabo Verde,Cabo Verde,132.0,Cabo Verde,2008,75.27854041,75.27854041,510336.0,Cabo Verde Escudo,3414.0,138706196.0,107479502.0,217970485.0,660192131.0,1389546070.0,302068822.0,868455999.0,760976497.0,1087477249.0,1128862217.0,86699874.0,117675834.0,507124923.0,1543856435.0,293355582.0,269023415.0,1742236224.0,1789327998.0,0.00032331640331076,0.32331640331076
Nigeria,246,246,0,África,África,2008,Nigeria,Nigeria,566.0,Nigeria,2008,118.5460167,118.5460167,152382506.0,Naira,2052.0,85201725663.0,3495829198.0,9546688640.0,86517247361.0,233000000000.0,31778930322.0,67059933372.0,63564104174.0,203000000000.0,50982556485.0,27532133845.0,73749095127.0,77463062088.0,334000000000.0,28868148052.0,58733121402.0,313000000000.0,337000000000.0,1.6143585406057045e-06,0.0016143585406057045
